,alt,blu,brb,cla,con,cou,dnb,dtp,fol,gld,gos,hcp,hct,hou,ind,jam,jaz,met,pop,pwv,rap,rnb,rnr,tec,tra,uti,woA,woB,woC
alt,25.735294117647058,2.2058823529411766,0.9803921568627451,0.24509803921568626,3.9215686274509802,1.715686274509804,0.0,4.166666666666666,0.49019607843137253,5.147058823529411,0.24509803921568626,4.411764705882353,0.24509803921568626,1.2254901960784315,5.392156862745098,0.24509803921568626,1.2254901960784315,21.813725490196077,1.715686274509804,16.42156862745098,0.24509803921568626,0.24509803921568626,0.9803921568627451,0.24509803921568626,0.24509803921568626,0.49019607843137253,0.0,0.0,0.0
blu,0.4629629629629629,28.47222222222222,0.6944444444444444,0.0,0.23148148148148145,5.787037037037037,0.23148148148148145,3.935185185185185,3.2407407407407405,5.787037037037037,3.2407407407407405,0.0,0.0,0.0,0.0,3.4722222222222223,16.435185185185187,1.3888888888888888,1.6203703703703702,0.6944444444444444,0.0,12.731481481481483,6.712962962962964,0.23148148148148145,0.4629629629629629,1.8518518518518516,0.23148148148148145,2.083333333333333,0.0
brb,0.6944444444444444,0.0,34.02777777777778,0.23148148148148145,0.0,0.0,5.787037037037037,2.083333333333333,0.23148148148148145,0.23148148148148145,0.23148148148148145,0.23148148148148145,8.796296296296296,9.027777777777777,3.4722222222222223,5.787037037037037,6.944444444444445,1.3888888888888888,0.4629629629629629,0.4629629629629629,13.425925925925927,1.8518518518518516,0.4629629629629629,2.5462962962962963,1.6203703703703702,0.0,0.0,0.0,0.0
cla,0.0,0.0,0.0,41.66666666666667,0.0,0.0,0.0,20.833333333333336,0.0,0.0,2.083333333333333,0.0,0.0,0.0,4.166666666666666,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.916666666666664,0.0,0.0,0.0
con,10.897435897435898,2.8846153846153846,2.8846153846153846,0.9615384615384616,8.974358974358974,3.5256410256410255,2.2435897435897436,0.641025641025641,0.0,14.102564102564102,1.9230769230769231,1.9230769230769231,0.3205128205128205,1.9230769230769231,4.487179487179487,2.564102564102564,4.487179487179487,3.205128205128205,12.5,7.371794871794872,0.0,8.333333333333332,0.9615384615384616,2.2435897435897436,0.3205128205128205,0.0,0.0,0.3205128205128205,0.0
cou,2.976190476190476,2.380952380952381,0.5952380952380952,0.0,3.571428571428571,28.869047619047617,0.2976190476190476,2.976190476190476,12.5,8.333333333333332,4.166666666666666,1.488095238095238,0.8928571428571428,0.5952380952380952,1.1904761904761905,0.5952380952380952,8.928571428571429,1.488095238095238,0.5952380952380952,0.8928571428571428,0.0,6.547619047619048,8.035714285714286,0.2976190476190476,0.0,0.5952380952380952,0.0,0.0,1.1904761904761905
dnb,2.083333333333333,0.0,5.324074074074074,0.6944444444444444,0.4629629629629629,0.0,65.97222222222221,5.555555555555555,0.0,0.9259259259259258,0.0,0.0,5.324074074074074,1.6203703703703702,0.9259259259259258,0.4629629629629629,0.4629629629629629,0.6944444444444444,1.3888888888888888,0.0,2.5462962962962963,0.9259259259259258,0.23148148148148145,3.4722222222222223,0.6944444444444444,0.0,0.0,0.0,0.23148148148148145
dtp,1.7857142857142856,3.373015873015873,7.142857142857142,1.1904761904761905,0.7936507936507936,0.5952380952380952,3.7698412698412698,25.992063492063494,0.1984126984126984,5.555555555555555,0.5952380952380952,0.3968253968253968,1.7857142857142856,3.968253968253968,9.126984126984127,0.1984126984126984,4.563492063492063,0.5952380952380952,4.166666666666666,2.579365079365079,3.571428571428571,2.1825396825396823,0.0,5.753968253968254,7.936507936507936,1.1904761904761905,0.3968253968253968,0.5952380952380952,0.0
fol,14.583333333333334,8.333333333333332,0.0,2.083333333333333,0.0,2.083333333333333,0.0,10.416666666666668,0.0,0.0,6.25,0.0,0.0,0.0,2.083333333333333,0.0,6.25,0.0,2.083333333333333,2.083333333333333,0.0,8.333333333333332,0.0,0.0,0.0,6.25,16.666666666666664,2.083333333333333,10.416666666666668
gld,3.6111111111111107,2.5,0.8333333333333334,0.5555555555555556,0.5555555555555556,5.277777777777778,0.2777777777777778,1.6666666666666667,0.0,35.833333333333336,0.8333333333333334,0.5555555555555556,1.3888888888888888,0.5555555555555556,4.444444444444445,1.3888888888888888,4.722222222222222,5.277777777777778,7.777777777777778,6.944444444444445,0.8333333333333334,9.444444444444445,3.3333333333333335,0.8333333333333334,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778
gos,0.0,9.166666666666666,5.833333333333333,0.8333333333333334,1.6666666666666667,3.3333333333333335,2.5,10.833333333333334,0.8333333333333334,0.0,36.666666666666664,0.0,0.0,0.0,0.0,0.0,9.166666666666666,1.6666666666666667,0.8333333333333334,0.0,0.0,13.333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.8333333333333334
hcp,13.978494623655912,0.0,0.35842293906810035,0.35842293906810035,6.451612903225806,0.0,0.7168458781362007,1.4336917562724014,0.0,3.225806451612903,0.0,20.43010752688172,1.0752688172043012,1.7921146953405016,2.5089605734767026,0.0,0.0,34.76702508960574,0.35842293906810035,6.451612903225806,1.0752688172043012,3.584229390681003,0.0,0.35842293906810035,1.0752688172043012,0.0,0.0,0.0,0.0
hct,0.49019607843137253,0.0,6.61764705882353,0.0,0.0,0.49019607843137253,4.6568627450980395,2.696078431372549,0.0,0.7352941176470588,2.2058823529411766,0.0,39.950980392156865,5.147058823529411,12.254901960784313,1.2254901960784315,1.4705882352941175,0.24509803921568626,0.0,1.9607843137254901,0.24509803921568626,1.715686274509804,0.0,12.009803921568627,5.637254901960785,0.0,0.0,0.0,0.24509803921568626
hou,0.0,0.0,4.597701149425287,0.0,1.3409961685823755,0.0,1.9157088122605364,1.7241379310344827,0.0,1.3409961685823755,0.0,0.19157088122605362,12.452107279693486,35.05747126436782,2.8735632183908044,1.9157088122605364,1.7241379310344827,0.19157088122605362,2.681992337164751,0.0,1.532567049808429,5.555555555555555,0.38314176245210724,10.53639846743295,12.835249042145595,0.0,0.0,0.5747126436781609,0.5747126436781609
ind,5.158730158730158,0.0,1.7857142857142856,0.7936507936507936,0.992063492063492,0.3968253968253968,1.3888888888888888,7.341269841269842,0.0,4.563492063492063,0.0,1.3888888888888888,2.1825396825396823,9.523809523809524,25.396825396825395,0.0,2.579365079365079,7.5396825396825395,2.579365079365079,7.5396825396825395,2.579365079365079,0.7936507936507936,0.3968253968253968,7.142857142857142,7.341269841269842,0.1984126984126984,0.3968253968253968,0.0,0.0
jam,1.0964912280701753,0.43859649122807015,6.578947368421052,0.0,0.0,0.21929824561403508,3.9473684210526314,1.5350877192982455,2.850877192982456,1.5350877192982455,0.0,0.0,0.21929824561403508,2.1929824561403506,1.3157894736842104,55.04385964912281,3.508771929824561,0.0,1.5350877192982455,3.289473684210526,8.771929824561402,4.605263157894736,0.6578947368421052,0.6578947368421052,0.0,0.0,0.0,0.0,0.0
jaz,0.0,5.555555555555555,3.968253968253968,0.992063492063492,0.1984126984126984,1.984126984126984,0.1984126984126984,7.341269841269842,0.0,3.571428571428571,2.380952380952381,0.7936507936507936,0.1984126984126984,2.7777777777777777,0.992063492063492,4.166666666666666,48.41269841269841,0.3968253968253968,0.992063492063492,0.1984126984126984,3.373015873015873,6.746031746031746,1.1904761904761905,0.1984126984126984,0.3968253968253968,0.1984126984126984,0.0,1.1904761904761905,1.5873015873015872
met,9.54861111111111,2.604166666666667,0.1736111111111111,0.0,1.9097222222222223,0.5208333333333333,0.0,1.7361111111111112,0.0,2.430555555555556,0.1736111111111111,11.805555555555555,0.6944444444444444,0.8680555555555556,5.902777777777778,0.0,0.5208333333333333,46.35416666666667,3.125,9.895833333333332,0.6944444444444444,0.3472222222222222,0.3472222222222222,0.0,0.1736111111111111,0.0,0.0,0.0,0.1736111111111111
pop,2.7243589743589745,1.282051282051282,13.141025641025642,0.3205128205128205,4.166666666666666,1.4423076923076923,0.4807692307692308,2.564102564102564,1.9230769230769231,7.051282051282051,1.4423076923076923,0.4807692307692308,0.9615384615384616,5.929487179487179,2.564102564102564,1.282051282051282,2.8846153846153846,8.012820512820513,13.141025641025642,5.769230769230769,2.2435897435897436,13.461538461538462,2.403846153846154,1.7628205128205128,1.7628205128205128,0.3205128205128205,0.0,0.4807692307692308,0.0
pwv,5.172413793103448,0.8620689655172413,4.022988505747127,0.0,2.0114942528735633,2.8735632183908044,0.0,0.28735632183908044,0.5747126436781609,12.643678160919542,0.5747126436781609,11.206896551724139,0.28735632183908044,0.28735632183908044,5.747126436781609,3.1609195402298855,1.1494252873563218,9.195402298850574,8.620689655172415,24.71264367816092,1.1494252873563218,3.4482758620689653,0.8620689655172413,0.0,0.8620689655172413,0.0,0.0,0.0,0.28735632183908044
rap,0.6756756756756757,0.22522522522522523,11.26126126126126,0.0,0.0,0.0,4.2792792792792795,2.9279279279279278,0.0,0.45045045045045046,0.45045045045045046,0.6756756756756757,1.1261261261261262,5.18018018018018,0.0,6.306306306306306,0.9009009009009009,0.22522522522522523,0.9009009009009009,0.0,55.4054054054054,4.054054054054054,0.0,4.054054054054054,0.6756756756756757,0.0,0.0,0.22522522522522523,0.0
rnb,1.5,5.166666666666667,5.5,0.16666666666666669,0.33333333333333337,1.6666666666666667,3.166666666666667,2.666666666666667,0.8333333333333334,6.666666666666667,0.16666666666666669,1.1666666666666667,0.33333333333333337,1.3333333333333335,1.0,5.833333333333333,6.833333333333333,0.16666666666666669,4.0,3.5000000000000004,5.5,38.5,2.666666666666667,0.0,0.0,0.0,0.16666666666666669,0.6666666666666667,0.5
rnr,3.286384976525822,6.103286384976526,1.4084507042253522,0.4694835680751174,0.0,9.389671361502346,1.4084507042253522,1.4084507042253522,3.755868544600939,11.737089201877934,0.9389671361502347,0.0,0.4694835680751174,0.0,5.633802816901409,2.8169014084507045,14.553990610328638,0.4694835680751174,0.9389671361502347,1.4084507042253522,0.0,7.981220657276995,23.474178403755868,0.0,0.0,1.4084507042253522,0.9389671361502347,0.0,0.0
tec,0.0,0.0,7.986111111111111,0.0,0.3472222222222222,0.0,3.8194444444444446,6.597222222222222,0.0,0.3472222222222222,0.0,0.3472222222222222,9.375,15.972222222222221,6.597222222222222,0.3472222222222222,0.0,0.6944444444444444,1.3888888888888888,1.7361111111111112,0.6944444444444444,1.0416666666666665,0.0,27.430555555555557,15.277777777777779,0.0,0.0,0.0,0.0
tra,1.1904761904761905,0.0,3.273809523809524,0.0,0.0,0.0,2.6785714285714284,0.8928571428571428,0.0,0.8928571428571428,0.0,0.2976190476190476,2.380952380952381,14.285714285714285,0.8928571428571428,0.0,0.0,0.0,1.488095238095238,0.0,0.5952380952380952,0.0,0.0,10.416666666666668,60.11904761904761,0.0,0.0,0.2976190476190476,0.2976190476190476
uti,0.0,0.6944444444444444,0.0,14.583333333333334,0.0,2.083333333333333,0.0,5.555555555555555,0.6944444444444444,2.7777777777777777,9.027777777777777,0.0,0.6944444444444444,0.0,4.166666666666666,0.0,16.666666666666664,0.6944444444444444,1.3888888888888888,0.6944444444444444,0.0,1.3888888888888888,3.4722222222222223,0.0,0.0,35.41666666666667,0.0,0.0,0.0
woA,0.0,1.0416666666666665,3.125,0.0,0.0,2.083333333333333,0.0,1.0416666666666665,0.0,1.0416666666666665,0.0,0.0,1.0416666666666665,1.0416666666666665,1.0416666666666665,7.291666666666667,12.5,0.0,0.0,1.0416666666666665,0.0,7.291666666666667,4.166666666666666,0.0,0.0,0.0,41.66666666666667,10.416666666666668,4.166666666666666
woB,0.0,0.0,2.7777777777777777,0.0,1.3888888888888888,2.083333333333333,1.3888888888888888,9.027777777777777,4.166666666666666,0.0,0.6944444444444444,0.0,9.722222222222223,7.638888888888889,0.0,10.416666666666668,17.36111111111111,0.0,2.083333333333333,0.0,5.555555555555555,2.7777777777777777,0.6944444444444444,0.0,0.0,3.4722222222222223,0.6944444444444444,18.055555555555554,0.0
woC,0.5208333333333333,0.5208333333333333,6.25,0.5208333333333333,0.0,0.5208333333333333,0.0,5.729166666666666,1.0416666666666665,5.729166666666666,1.0416666666666665,0.0,2.083333333333333,0.5208333333333333,0.5208333333333333,3.125,5.729166666666666,0.5208333333333333,2.083333333333333,2.083333333333333,9.895833333333332,17.1875,0.0,1.0416666666666665,5.208333333333334,0.0,1.5625,2.083333333333333,24.479166666666664
